Estacao,Componente,Tipo Onda,Hora,Min,Seg,Data,Distancia,Tipo Ev,Lat,Long,Prof,Estacoes,Magnitudes,ID,Sentido,Regiao,Onda,Amplitude
PTCA,EN,S,22,46,13.49,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],
PTCA,EZ,IAML,22,46,14.04,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],389.0
PCTB,EZ,P,22,46,10.14,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],
PCTB,EN,S,22,46,13.8,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],
PCTB,EZ,IAML,22,46,14.63,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],353.0
PCUT,EZ,P,22,46,11.05,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],
PCUT,EN,S,22,46,15.34,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],
PCUT,EZ,IAML,22,46,15.76,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],459.0
PLGR,EN,S,22,46,16.34,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],
PLGR,EZ,IAML,22,46,16.51,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],114.0
PCND,EZ,P,22,46,13.44,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],
PCND,EN,S,22,46,19.47,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],
PCND,EZ,IAML,22,46,19.88,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],36.0
PBOI,EZ,P,22,46,14.51,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],
PBOI,EN,S,22,46,21.54,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],
PBOI,EZ,IAML,22,46,21.57,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],43.0
PTEI,EN,,22,46,22.41,2014-01-08T22:46:05.400000,Local,Quake,38.46,-29.065,8.7,7,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.0', 'Tipo': 'C'}]",20140108224605,,"WSW Faial,SZ31,FE95 405",['2014-01-08-2245-41S_SWARM.SEI'],
SET2,EZ,P,6,7,14.1,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
SET2,EZ,S,6,7,20.26,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
PFET,EZ,P,6,7,14.1,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
PFET,EZ,S,6,7,19.81,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
SET4,EZ,P,6,7,14.08,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
SET4,EZ,S,6,7,20.58,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
PSAN,EZ,P,6,7,14.96,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
PSAN,EZ,S,6,7,20.98,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
FAC,EZ,P,6,7,16.25,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
FAC,EZ,S,6,7,22.63,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
CML,EZ,P,6,7,17.38,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
CML,EZ,S,6,7,25.28,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
CMLA,B2,S   4,6,7,24.33,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
PVER,EN,S,6,7,25.52,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
PRCH,EZ,P,6,7,18.23,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
PRCH,EN,S,6,7,26.56,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
PRCH,EZ,IAML,6,7,27.56,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],149.0
LFA,EZ,P,6,7,18.54,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
PMAT,EZ,P,6,7,18.33,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
PMAT,EN,S,6,7,26.55,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
PMAT,EZ,IAML,6,7,26.62,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],84.0
MESC,EN,S,6,7,27.35,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
MESC,EZ,IAML,6,7,28.22,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],30.0
VIF,EN,S,6,7,27.75,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
VIF,EZ,IAML,6,7,28.2,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],43.0
PCNG,EN,S,6,7,28.88,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
FRA1,EN,S,6,7,29.08,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
FRA1,EZ,IAML,6,7,30.04,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],47.0
PFAV,EN,S,6,7,40.4,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
PFAV,EZ,IAML,6,7,41.27,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],17.0
PRIB,EN,S,6,7,40.76,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
PRIB,EZ,IAML,6,7,41.85,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],25.0
PVNV,EN,S,6,7,42.35,2014-01-09T06:07:07.200000,Local,Quake,37.714,-26.259,0.0,17,"[{'Magnitude': ' 2.1', 'Tipo': 'L'}, {'Magnitude': ' 2.4', 'Tipo': 'C'}]",20140109060707,,"S Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-0606-43S_SWARM.SEI'],
SET4,EZ,P,15,4,6.75,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
SET4,EZ,S,15,4,12.56,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
SET2,EZ,P,15,4,7.11,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
PFET,EZ,P,15,4,7.36,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
PFET,EZ,S,15,4,13.61,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
PSAN,EZ,P,15,4,7.63,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
PSAN,EZ,S,15,4,14.44,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
CML,EZ,P,15,4,10.11,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
PVER,EN,S,15,4,18.74,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
CMLA,BZ,P   9,15,4,9.53,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
CMLA,B1,S,15,4,18.27,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
PMAT,EZ,P,15,4,10.6,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
PMAT,EN,S,15,4,19.36,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
PMAT,EZ,IAML,15,4,20.21,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],258.0
LFA,EZ,P,15,4,10.76,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
MESC,EZ,P,15,4,10.99,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
MESC,EN,S,15,4,20.08,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
MESC,EZ,IAML,15,4,20.34,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],71.0
PRCH,EN,S,15,4,20.71,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
VIF,EZ,P,15,4,12.18,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
VIF,EN,S,15,4,21.37,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
VIF,EZ,IAML,15,4,22.08,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],64.0
PCNG,EN,S,15,4,21.78,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
FRA1,EN,S,15,4,22.94,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
FRA1,EZ,IAML,15,4,23.65,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],69.0
MIRA,EZ,P,15,4,12.78,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
MIRA,EZ,S,15,4,23.52,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
PFAV,EN,S,15,4,26.99,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
PRIB,EE,S,15,4,26.99,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
PRIB,EZ,IAML,15,4,27.46,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],63.0
PVNV,EN,S,15,4,27.95,2014-01-09T15:03:59.500000,Local,Quake,38.063,-26.236,0.0,20,"[{'Magnitude': ' 2.3', 'Tipo': 'L'}, {'Magnitude': ' 2.7', 'Tipo': 'C'}]",20140109150359,,"Fossa Hirondelle,SZ18,FE95 405",['2014-01-09-1503-33S_SWARM.SEI'],
